,Text,Author
2462,your service. Resident ghost of Gryffindor Tower.”,JR
4335,Then I realize . . . he was my first kill.,SC
5842,“How long do you think we’ll have before the Gamemakers drive us together?” I ask.,SC
3373,position the knife in the groove and I’m about to draw the teeth across the wood when I see,SC
4662,"The temperature drops rapidly and soon I’m chilled to the bone. Eventually, I give in and slide",SC
448,sp-spoils everything!” He shot Harry a nasty grin through the gap in his mother’s arms.,JR
6610,camera. When Caesar asks Peeta how his “new leg” is working out.,SC
5827,well.,SC
2750,"In another hour, it’s clear I’ve got to find a place to camp. Night creatures are coming out. I",SC
3247,Neither Neville nor Hermione showed the slightest interest in what lay underneath the dog,JR
6032,"drinking Elixir of Life. My brain surprises even me sometimes… Now, enough questions. I",JR
3347,"brewed up in the Capitol’s labs. When my calf is treated, I rub a thin layer into my hands.",SC
5144,There was suddenly a sound of more galloping from the other side of the clearing. Ronan and,JR
1420,"small dome-shaped room with a door to the outside. As we step into the cool, windy evening",SC
1143,"“No matter,” says Cinna. “So, Katniss, about your costume for the opening ceremonies. My",SC
1560,"together. On the last afternoon, we’ll each get a chance to perform in private before the",SC
579,"around my neck, head on my shoulder, just like she did when she was a toddler. My mother",SC
69,overlooking a valley. A thicket of berry bushes protects it from unwanted eyes. The sight of,SC
4617,could tell us what’s guarding the Sorcerer’s Stone apart from Fluffy.”,JR
5807,"out here in the wilderness, it’s the closest thing we have to a home. It will be warmer than a",SC
3390,"flesh. Fortunately, only these three tracker jackers had identified me before the nest went",SC
6598,"so confusing and it only made things worse if I actually cared about him. But then, in the tree,",SC
4720,showing improvement. I steel myself and unwrap the leg.,SC
773,"“I’m not sure that’ll work, Vernon.”",JR
3902,"So the three of them followed Hagrid and his tree off to the Great Hall, where Professor",JR
850,"“All kinds of things,” I promised her. “I just have to remember them.”",SC
4015,"Harry looked down at his feet, but they were gone. He dashed to the mirror. Sure enough, his",JR
1824,Can’t you tellI’m George?”,JR
2005,"shouldn’t. See what I mean? I’ve got loads to learn… I bet,” he added, voicing for the first",JR
1108,"“Now, you listen here, boy,” he snarled, “I accept there’s something strange about you,",JR
6553,personal. This feels like I’ve been imprisoned for a crime and I’m awaiting sentencing. I,SC
2475,quickly without them. But what will the climate be like? What traps have the Gamemakers hid,SC
5924,down… down… down…,JR
1938,players with some heat.”,SC
1472,"would do that, right?",SC
2614,"really doors at all, but solid walls just pretending. It was also very hard to remember where",JR
5230,"“The bread? What? From when we were kids?” he says. “I think we can let that go. I mean,",SC
2728,sleeping bag that reflects body heal. A pack of crackers. A pack of dried beef strips. A bottle,SC
1224,seem to be leaving a trail of fire off the flowing capes. Cinna was right about the minimal,SC
3093,hissing at them like an angry goose.,JR
4794,Invisibility Cloak and stepped underneath it themselves. “Mommy will never forget you!”,JR
4052,reveal myself and enlist her as a second ally against that pack. But I rule it out. There’s,SC
6141,appears and takes Cato’s body away. Now they will take us. Now we can go home.,SC
5125,What was he doing? Trying to get Foxface or Peeta? Or had he been lying in wait for Thresh,SC
2018,"big gulp of orange juice and wipe my mouth. “So, what’s going on? You’re coaching us on",SC
5843,talking to himself.,JR
6283,"going on. And why shouldn’t I? I feel fine. But as I start to work my way out of the band, I feel",SC
3473,"eventually I accept that the poison must have finally worked its way out of my system, leaving",SC
2860,"might help him hang on to his broomstick later, but everybody else was very pleased when",JR
3927,one mine? That could start a chain reaction. Or could it? Would the boy from District 3 have,SC
3615,"through, they got the right answers anyway.",JR
2228,"This year, Caesar’s hair is powder blue and his eyelids and lips are coated in the same hue. He",SC
4270,“Let me explain. The happiest man on earth would be able to use the Mirror of Erised like a,JR
6291,"can’t help having a vague, comforting feeling that someone is looking out for me.",SC
5535,"up at Ron and said, “If anything happens to me, don’t follow. Go straight to the owlery and",JR
1996,wear Dudley’s old clothes and never getting proper birthday presents. This seemed to cheer,JR
2642,"fungi, and found out what they were used for.",JR
4542,what he’d seen and heard.,JR
2606,"remember this. I’m not allowed to bet, but if I could, my money would be on you.”",SC
1216,"“Give him five Knuts,” said Hagrid sleepily.",JR
4436,The sun burns off the morning haze almost immediately and I can tell the day will be hotter,SC
6092,And I do. No viewer could turn away from the show now. From the Gamemakers’ point of,SC
2945,"downhill, so, in fact, continuing down into this valley isn’t a bad thing. If I could just locate a",SC
3272,"rest, but the burns forbid it. Birds are settling down for the night, singing lullabies to their",SC
2338,Caesar encouragingly.,SC
3412,Ron was in a very bad mood by the end of the class.,JR
616,"“I don’t care if we’re rich. I just want you to come home. You will try, won’t you? Really, really",SC
3775,mockingjay that I’ve again forgotten about.,SC
3824,made no difference—Harry hadn’t broken any rules and Lee Jordan was still happily shouting,JR
755,"“Last time I saw him, he said he was going to take a nap,” says Peeta.",SC
1440,wrinkled his nose. Harry watched the goblin on their right weighing a pile of rubies as big as,JR
5275,we’ve never had any proof Snape found out how to get past Fluffy. He nearly had his leg,JR
4756,"bite? By the afternoon, though, he had no choice. The cut had turned a nasty shade of green.",JR
905,"bent down, picked up the door, and fitted it easily back into its frame. The noise of the storm",JR
5250,"“You will. I promise,” he says, and bends over to give me a kiss.",SC
2847,words their minds are elsewhere.,SC
2448,"Effie and she’s apparently required by law to say something awful, she adds “I wouldn’t be at",SC
1634,"buying her first wand. Ten and a quarter inches long, swishy, made of willow. Nice wand for",JR
2805,“Rubbish!” said Hagrid. “Why should he?”,JR
2432,then it was Ron’s turn. He was pale green by now. Harry crossed his fingers under the table,JR
6202,"“Oh, it was nothing, dear.”",JR
1891,"“Shut up,” said Ron.",JR
2545,"Hogwarts, Hogwarts, Hoggy Warty Hogwarts,Teach us something please,Whether we be old",JR
3402,"don’t think they’ll return, but I don’t want to risk it. I scamper down the tree and hit the",SC
3607,"“Library books are not to be taken outside the school,” said Snape. “Give it to me. Five points",JR
5351,promise as I drift off.,SC
1014,"enough force to knock over a cart horse, and from yet another pocket inside his overcoat he",JR
670,much entertainment in that.”,SC
4238,"“I know what you’re thinking about, Harry, that mirror. Don’t go back tonight.”",JR
4831,"waited without saying a word to each other. Hermione was trembling. Excuses, alibis, and",JR
4046,"although it’s still ringing. As for my left ear, well, at least the bleeding has stopped.",SC
3738,Harry saw it. In a great rush of excitement he dived downward after the streak of gold.,JR
4157,He looked in the mirror again. A woman standing right behind his reflection was smiling at,JR
1456,They were in a narrow stone passageway lit with flaming torches. It sloped steeply downward,JR
5398,"supposed to be making up this stuff, playing at being in love not actually being in love. But",SC
2397,The smell of wine on his breath makes me sick. I shove his hands off my shoulders and step,SC
6091,"“You know why,” he says, and pulls me closer to him.",SC
5833,"have been so stupid? He’d seenQuirrell there that very day, shaken hands with him in the",JR
5782,rushed to set fire to Snape at that Quidditch match. She broke my eye contact with you.,JR
423,Mrs. Figg made him look at photographs of all the cats she’d ever owned.,JR
5412,"me! Voldemort killed my parents, remember?”",JR
1857,toad again.”,JR
5330,This is the first kiss that we’re both fully aware of. Neither of us hobbled by sickness or pain,SC
3039,"I have just enough sense left to abstain. With trembling hands, I get out my flask and fill it",SC
3168,burn is cold water? That it draws out the heat? But she means minor burns. Probably she’d,SC
2254,in the shadow of the castle.,JR
1263,"had learned from Uncle Vernon that people liked to be left alone while they did this, but it was",JR
4632,"Dumbledore himself did somethin’, o’ course. Hang on, I’ve forgotten someone. Oh yeah,",JR
109,"we are invisible but have a clear view of the valley, which is teeming with summer life, greens",SC
4385,“Are we allowed to speak yet?” said Ron grumpily. Hermione ignored him.,JR
2481,it doesn’t matter. The energy field enclosing the roof prevents any desperate form of escape.,SC
1800,minutes left to get on the train to Hogwarts and he had no idea how to do it; he was stranded,JR
4422,"could he have gotten, stabbed and filled with venom? And how has he stayed alive all these",SC
2680,"“Double Potions with the Slytherins,” said Ron. “Snape’s Head of Slytherin House. They say",JR
1567,“Why would you coach us separately?” I ask.,SC
1936,“There must be a mistake. How . . . how could that happen?” I ask Haymitch.,SC
1831,"“Excuse me,” Harry said to the plump woman.",JR
1176,"“Be grateful if yeh didn’t mention that ter anyone at Hogwarts,” he said. “I’m—er—not",JR
3688,"Harry noticed that she seemed to be speaking particularly to the Slytherin Captain, Marcus",JR
6692,I want to tell him that he’s not being fair. That we were strangers. That I did what it took to,SC
383,have a district with a little action going on in it. “What’s your name?”,SC
2497,"road. They were all really pleased, Gran was crying, she was so happy. And you should have",JR
6419,"about to collapse, to bury me alive under the rubble. When I left the arena, when the trumpets",SC
352,Harry woke with a start. His aunt rapped on the door again.,JR
1950,"lightened the load, could even make the arduous task of filling my family’s table enjoyable.",SC
361,"such a great honor, people are eager to risk their lives, the volunteering is complicated. But in",SC
1903,“All summer—”,JR
5386,me too much of my father.,SC
824,She held up a letter so they could read the green ink address:,JR
5677,"“Not if Cato comes and kills you.” I tried to say it in a nice way, but it still sounds like I think",SC
2171,"Ron gave a slight cough, which might have been hiding a snigget. Draco Malfoy looked at him.",JR
1559,I’m nervous about the training. There will be three days in which all the tributes practice,SC
4532,"“Soon,” I promise. “I need to look at your leg first.” Trying to be as gentle as I can, I remove",SC
3359,"and the Bludgers, it was tiny, about the size of a large walnut. It was bright gold and had little",JR
6028,"reached a stalemate. I can’t shoot Cato without killing Peeta, too. He can’t kill Peeta without",SC
299,"Whatever words they use, the real message is clear. “Look how we take your children and",SC
634,"“Oh,” he said, “I didn’t realize it had to be so wet.”",JR
5621,"it; it sped toward the wall, Harry leaned forward and with a nasty, crunching noise, pinned it",JR
2596,"and Harry woke, sweating and shaking.",JR
4501,"“Okay, change of plans. I’m not going to put you all the way in,” I tell him. Besides, if I get him",SC
793,Something came whizzing down the kitchen chimney as he spoke and caught him sharply on,JR
3903,McGonagall and Professor Flitwick were busy with the Christmas decorations.,JR
6068,possible. That brief exposure sets my teeth chattering beyond control.,SC
5283,there?”,SC
4169,"the mirror, and saw other pairs of green eyes like his, other noses like his, even a little old",JR
1477,only wilderness. If you don’t count the ruins of District 13 that still smolder from the toxic,SC
3363,"want to win. Even if it means a little extra food for my family, the idea of Peeta being crowned",SC
860,"whipped their faces. After what seemed like hours they reached the rock, where Uncle",JR
4219,"some sort, but they have blossoms in beautiful shades of violet and yellow and white. I gather",SC
3084,"believe you’re going to do this, Harry.”",JR
4910,"up ahead. As he drew closer, he heard Quirrell’s voice.",JR
3369,Gamemakers? I imagine her flying around the training equipment never touching the floor.,SC
3589,reminds me of Prim.,SC
982,“Yeh don’ know what yeh are?”he said finally.,JR
2997,"“Potter, this is Oliver Wood. Wood—I’ve found you a Seeker.”",JR
2911,"broomstick was still rising higher and higher, and started to drift lazily toward the Forbidden",JR
2139,"a layer of pale makeup and draw my features back out. Huge dark eyes, full red lips, lashes",SC
5213,an upper body by wedging the square of plastic into the rock above me.,SC
4147,has attacked them with tracker jackers and gotten an eleven they still can’t explain will be,SC
180,"“My dear Professor, I’ve never seen a cat sit so stiffly.”",JR
3760,whole setup.”,SC
2321,The applause continues long after I’m seated. I look to Cinna for reassurance. He gives me a,SC
3809,"headfirst into the row in front. Reaching Snape, she crouched down, pulled out her wand, and",JR
1910,"Haymitch guffaws and we all start laughing except Effie, although even she is suppressing a",SC
3911,"“It’s mined,” I whisper. That explains everything. The Careers’ willingness to leave their",SC
3096,about Switching Spells.”,JR
1905,"cheered me up. Haymitch picks up a pork chop with his fingers, which makes Effie frown, and",SC
2677,who have taken flight are disappearing into the trees or into the void opposite me. I continue,SC
5832,the moment I sent the arrow flying into the apple in the pig’s mouth when I was so enraged.,SC
3048,"“Of course he has,” said Ron, wheeling around. “I’m his second, who’s yours?”",JR
5125,and began to drink its blood.,JR
1545,"rolls and sit at the table, breaking oil bits and dipping them into hot chocolate, the way Peeta",SC
6420,"played, I was supposed to be safe. From then on. For the rest of my life. But if what Haymitch",SC
1110,"“You’re new, aren’t you? I don’t think I’ve seen you before,” I say. Most of the stylists are",SC
968,"Harry thought this was going a bit far. He had been to school, after all, and his marks weren’t",JR
3706,and I must find a way to destroy their food. I’m pretty sure feeding themselves will be a,SC
3979,watch that keeps me doggedly inching my way toward the hideout.,SC
5522,“All right.” Ron gritted his teeth and stepped carefully over the dog’s legs. He bent and pulled,JR
495,"“I know they don’t,” said Harry. “It was only a dream.”",JR
5604,Ron examined the lock on the door.,JR
4777,"Hagrid, who opened a window to talk to them.",JR
4049,"“And you’re not sitting with the prefects today, either,” said George. “Christmas is a time for",JR
172,hair is done up with a pink ribbon. Reaping clothes.,SC
6017,splatters my face.,SC
5787,"was trying to make sure I didn’t do it again. Funny, really… he needn’t have bothered. I",JR
5311,“The problem is we’re both still alive. Which only reinforces the idea in your mind that you did,SC
1285,“You’d likeone?”,JR
2146,“Really? What happened to them?”,JR
4181,promising tomorrow will be more hopeful than this awful piece of time we call today.,SC
1062,ready for roasting. I don’t like it. My skin feels sore and tingling and intensely vulnerable. But,SC
4042,“What’s all this noise.”,JR
2896,"Granger’s had simply rolled over on the ground, and Neville’s hadn’t moved at all. Perhaps",JR
1493,"“If anyone but a Gringotts goblin tried that, they’d be sucked through the door and trapped in",JR
5273,"Ron couldn’t get worked up, it was too hot.",JR
4068,and his own new wizard chess set. The white mice had disappeared and Harry had a nasty,JR
5496,"goes well, Baron, I’ll not bother you.”",JR
707,transporting coal. But this is no ordinary coal train. It’s one of the high-speed Capitol models,SC
6015,"“Yes, him—Quirrell said he hates me because he hated my father. Is that true?”",JR
3569,you can fly around the trees like you’ve got wings.” Rue smiles. I’ve landed on one of the few,SC
6218,"tears leaving me with a fistful of black fabric. Doctors in sterile white, masked and gloved,",SC
6083,ice.,SC
1026,"“Where was I?” said Hagrid, but at that moment, Uncle Vernon, still ashen faced but looking",JR
4539,"“Never mind that now,” said Harry breathlessly. “Let’s find an empty room, you wait ’til you",JR
404,think of the word for a while. “Spunk!” he says triumphantly. “More than you!” he releases me,SC
1461,had happened.”,SC
1319,1 brass scales,JR
4069,"The cool water has an invigorating effect on my body, my spirits. I shoot two fish, easy",SC
516,"thick, man crushing pythons. Dudley quickly found the largest snake in the place. It could",JR
2929,"“Give that here, Malfoy,” said Harry quietly. Everyone stopped talking to watch.",JR
1323,I program the closet for an outfit to my taste. The windows zoom in and out on parts of the,SC
6368,"sleeveless dress is gathered at my ribs, not my waist, largely eliminating any help the padding",SC
1808,"“—packed with Muggles, of course—”",JR
4667,"up just dampening a strip of bandage and placing it on his forehead. It seems weak, but I’m",SC
1424,"beard and, Harry noticed, very long fingers and feet. He bowed as they walked inside. Now",JR
1900,Training Center for it to have any worthwhile effect on the population. People would need to,SC
4342,aftermath. I killed a boy whose name I don’t even know. Somewhere his family is weeping for,SC
710,“Who’s writing to me?”,JR
127,"“I might. If I didn’t live here,” says Gale.",SC
5801,"“Now, wait quietly, Potter. I need to examine this interesting mirror.”",JR
6483,fellow tributes die. I saw enough of them die the first time. My heart starts pounding and I,SC
1289,their tickets.,JR
3563,"“She might not have needed saving if we hadn’t locked the thing in with her,” Harry reminded",JR
5792,as for the audience . . .,SC
2813,"woods for hours looking for victims. You might as well be waving a flag and shouting, “Come",SC
4501,shown Snape…,JR
1096,"gold in his green eyes. And, despite my disgust with the Capitol and their hideous fashions, I",SC
232,Professor McGonagall’s voice trembled as she went on. “That’s not all. They’re saying he tried,JR
1979,spring I might be able to bring down some bigger game.,SC
1994,"have to look over my shoulder constantly, when someone was watching my back. But he",SC
2157,"was off, explaining all about the four balls and the positions of the seven players, describing",JR
3802,"At the last minute, Rue decides to teach me her mockingjay signal, the one she gives to",SC
3057,"no time for any kind of packing. Fortunately, my backpack and water bottle are already in the",SC
6475,"His arm goes around me automatically, and I feel like I’m back in the cave, curled up against",SC
4155,"all invisible, too? Was he in fact in a room full of invisible people and this mirror’s trick was",JR
6224,for some Capitol attendant who appears behind me and offers me a beverage.,SC
2373,flows from his hands.,SC
3744,"“Really? How?” You can see the glint of excitement in her eyes. In this way, she’s exactly the",SC
2344,"apart;You might belong in Hufflepuff,Where they are just and loyal,Those patient Hufflepuffs",JR
4545,"‘hocus pocus’—I reckon there are other things guarding the stone apart from Fluffy, loads of",JR
2955,leaned forward and pointed his broom handle down—next second he was gathering speed in a,JR
3188,swing my leg in front of me.,SC
5094,"“Hagrid! Look! Red sparks, the others are in trouble!”",JR
3939,genuinely thinking of trying to re-create Foxface’s trip up to the pyramid in hopes of finding a,SC
199,"suppose he really hasgone, Dumbledore?”",JR
2575,"“You want to watch out for Peeves,” said Percy, as they set off again. “The Bloody Baron’s the",JR
3560,"can see her swallow hard, her eye flickering to the meat. “Come on then, I’ve had two kills",SC
4210,"they inflict upon us. But here, even more strongly than at home, I feel my impotence. There’s",SC
1400,Delly Cartwright. Imagine finding her lookalike here.”,SC
916,yeh’ve got yer mom’s eyes.”,JR
2045,“So thisis Dumbledore!” said Harry.,JR
2745,"I’m hungry, too, but I don’t dare break into my precious store of crackers and beef yet.",SC
1354,around the edges awhile until it finally goes out. I have a moment of doubt. “What makes it,SC
6138,"bending my arms and legs until I think I can help him up. Somehow, we make it back to the",SC
4661,keep watch.,SC
5196,"“I’m fine,” said Harry, hardly knowing what he was saying. “The unicorn’s dead, Hagrid, it’s in",JR
5754,same ones you’d gathered.”,SC
1625,"to the ceiling. For some reason, the back of his neck prickled. The very dust and silence in",JR
5460,Hermione stepped forward.,JR
3057,each other. Neither of you knows enough magic to do any real damage. I bet he expected you,JR
4018,“There’s a note!” said Ron suddenly. “A note fell out of it!”,JR
5360,exorbitant amount — or because he’s dissatisfied with our performance. Probably the latter.,SC
2143,"said Ron. “Did you hear about Gringotts? It’s been all over the Daily Prophet,but I don’t",JR
5639,"“I think,” said Ron, “we’re going to have to be chessmen.”",JR
5525,"Thankfully, I didn’t say it aloud. That’s not going to win me any points in the arena. What I do",SC
1620,tough trader. Or am I? What effect do I have? That I’m weak and needy? Is he suggesting that,SC
4171,"gently brush the dark, thick hair back behind her ear.",SC
5718,"nettle wine’s left side;Second, different are those who stand at either end,But if you would",JR
3247,I give Cato time to hoist himself into the tree before I begin to climb again. Gale always says I,SC
2882,"rippled under their feet as they marched down the sloping lawns toward a smooth, flat lawn",JR
1974,"“Katniss,” I said louder. “And I wasn’t stealing it. I just wanted to look at your snare. Mine",SC
3393,others have the sense to drop everything and bolt. I can hear cries of “To the lake! To the,SC
1464,"But I do know. There was a moment, after the birdcall, but before the hovercraft, where the",SC
232,head. I can hardly recognize myself in the cracked mirror that leans against the wall.,SC
2153,but it had been a lot more comfortable saying “Voldemort” without worrying.,JR
691,“Let mesee it!” demanded Dudley.,JR
1042,in the family!”,JR
6162,"He clapped his hands. In an instant, the green hangings became scarlet and the silver became",JR
2456,"others, and find a source of water,” he says. “Got it?”",SC
4982,after all.”,JR
1603,"Outside the Apothecary, Hagrid checked Harry’s list again.",JR
2703,hatedhim.,JR
5998,“But why couldn’t Quirrell touch me?”,JR
651,“Promise?”,SC
2573,"Peeves stuck out his tongue and vanished, dropping the walking sticks on Neville’s head. They",JR
2666,"coming back to get him one of these days. His turban, he told them, had been given to him by",JR
403,His breath reeks of liquor and it’s been a long time since he’s bathed. “Lots of . . . “ He can’t,SC
3819,though he was about to be sick—he hit the field on all fours—coughed—and something gold,JR
763,"“At least, you two have decent manners,” says Effie as we’re finishing the main course. “The",SC
3712,hungry. Not the way Rue and I do.,SC
2806,"direction. For a few minutes, there’s nothing but blackness and some scuffling. Then I see a",SC
1514,Just like I was watching the Games.,SC
3762,how would you get rid of it?”,SC
4776,"They found Fang, the boarhound, sitting outside with a bandaged tail when they went to tell",JR
5115,arena. He flips Clove around and flings her onto the ground.,SC
116,Mrs. Dursley came into the living room carrying two cups of tea. It was no good. He’d have to,JR
2269,"here—but Professor McGonagall showed the first years into a small, empty chamber off the",JR
4016,"reflection looked back at him, just his head suspended in midair, his body completely invisible.",JR
404,"Aunt Petunia obviously scented danger, too, because she said quickly, “And we’ll buy you",JR
5993,woven straw. Teeth bared in hatred. Rue . . .,SC
5708,"They stepped over the threshold, and immediately a fire sprang up behind them in the",JR
3466,like a boulder with its small bald head perched on top like a coconut. It had short legs thick as,JR
749,in his hand.,JR
4793,"“Bye bye, Norbert!” Hagrid sobbed, as Harry and Hermione covered the crate with the",JR
1733,with the trainers during our meals as well. We see them all gathered together when we come,SC
3097,earlier travels. Where are the Gamemakers driving me? Back to the lake? To a whole new,SC
1754,chill in the air between us. But we have our orders.,SC
544,swelled up and his eye had blackened. He was with his friends and didn’t acknowledge me in,SC
4733,"animal I’ve ever met, but the way Hagrid goes on about it, you’d think it was a fluffy little",JR
1241,“Katniss! Katniss!” I can hear my name being called from all sides. Everyone wants my kisses.,SC
2419,"up and shook his hand vigorously, while the Weasley twins yelled, “We got Potter! We got",JR
1044,"Mellark, the boy who gave me the bread, is fighting hard to kill me.",SC
293,tributes will be imprisoned in a vast outdoor arena that could hold anything from a burning,SC
38,"Electrified or not, the fence has been successful at keeping the flesh-eaters out of District 12.",SC
5313,"can’ remember too well, ’cause he kept buyin’ me drinks… Let’s see… yeah, then he said he",JR
5825,"“He is with me wherever I go,” said Quirrell quietly. “I met him when I traveled around the",JR
4992,"“But this is servant stuff, it’s not for students to do. I thought we’d be copying lines or",JR
3155,"were going—they ripped through a tapestry and found themselves in a hidden passageway,",JR
1724,smile.,JR
4392,"Then there’s Thresh. All right, he’s a distinct threat. But I haven’t seen him, not once, since",SC
112,shooting stars! Perhaps people have been celebrating Bonfire Night early—it’s not until next,JR
420,head as she crosses to the ball that contains the boys’ names and grabs the first slip she,SC
5074,unicorn bin injured—would yeh know anythin’ about it?”,JR
3519,“Urgh—troll boogers.”,JR
4668,struggled through all the extra homework they were getting. Hermione had now started,JR
4318,"bad news. He’d just gotten very angry with the Weasleys, who kept dive bombing each other",JR
4474,"to the ground. Neville hesitated, then clambered over the back of his seat to help.",JR
3243,"contact with him now, but he seems to be intentionally avoiding my gaze as he polishes his",SC
450,"and a moment later, Dudley’s best friend, Piers Polkiss, walked in with his mother. Piers was a",JR
5676,“But—”,JR
5271,"“Go to Madam Pomfrey,” Hermione suggested.",JR
1398,He tapped the wall three times with the point of his umbrella.,JR
4995,"And Gale. I know him. He won’t be shouting and cheering. But he’ll be watching, every",SC
5138,"The centaur didn’t answer. He had astonishingly blue eyes, like pale sapphires. He looked",JR
2496,people. I squint to make out their tiny figures in more detail. “Are they in costumes?”,SC
4225,and know I did it. I step back and take a last look at Rue. She could really be asleep in that,SC
3534,"sun’s hot and severe, so while I wait for my water to purify I strip down to my underclothes",SC
1612,"Peeta’s eyes flicker down to the roll in my hands, and I know he remembers that day, too. But",SC
612,fun begins.,SC
1339,"“This is it,” said Hagrid, coming to a halt, “the Leaky Cauldron. It’s a famous place.”",JR
3929,"protecting the supplies but ensuring the death of the invader. Even if I only blew up one mine,",SC
3088,"remained in my stomach. Crouching on my hands and knees, I retch until there’s nothing left",SC
4295,"last of the rabbit. How quickly the food disappears. All I have left are Rue’s roots and nuts,",SC
5780,“But Snape tried to kill me!”,JR
1966,"father in the same blast that killed mine. In January, I’d stood by while he received his medal",SC
5361,"I’d be the first to admit we’re not exactly riveting today. Starving, weak from injuries, trying",SC
735,"Next morning at breakfast, everyone was rather quiet. Dudley was in shock. He’d screamed,",JR
3369,"“Well, that’s it—any questions?”",JR
4872,"not wanting to miss a syllable. It’s my new best friend, Claudius Templesmith, and as I",SC
2210,"“Scabbers has been fighting, not us,” said Ron, scowling at her. “Would you mind leaving",JR
2217,He and Ron took off their jackets and pulled on their long black robes. Ron’s were a bit short,JR
5414,"“You’re right, Harry,” said Hermione in a small voice.",JR
1247,after the storm.,JR
816,with vomit.,SC
5914,"“Just like your father,” says Peeta.",SC
4146,"oyt on wohsi.His panic fading now that there was no sound of Filch and Snape, Harry moved",JR
5341,"In stark contrast to two nights ago, when I felt Peeta was a million miles away, I’m struck by",SC
316,"Bright and bubbly as ever, Effie Trinket trots to the podium and gives her signature, “Happy",SC
402,throwing an arm around my shoulders. He’s surprisingly strong for such a wreck. “I like her!”,SC
1726,"edible plants test without blinking an eye. We steer clear of archery and weightlifting though,",SC
5935,Harry swallowed and looked around him. He realized he must be in the hospital wing. He was,JR
2593,Slytherin; it got heavier and heavier; he tried to pull it off but it tightened painfully—and,JR
518,"He began to tear off chunks from the burned parts and toss them into the trough, and the",SC
2144,"I can feel the silken inside as they slip it down over my naked body, then the weight. It must",SC
3544,water not only for myself but possible game. I easily take out a strange bird that must be,SC
6032,pounding in my good ear.,SC
2190,fright.,SC
3720,"“Nope,” said Ron. “Harry hasn’t had much to do yet.”",JR
3969,"family—in this case, his grandfather. However, old chessmen weren’t a drawback at all. Ron",JR
4338,"sudden, sinister desire to be a Quidditch referee.",JR
560,hands. His are as solid and warm as those loaves of bread. Peeta looks me right in the eye and,SC
5340,"won’t agree unless I’m in the bag, too, and I’m shivering so hard that it’s pointless to object.",SC
1977,“I shot it.” I pulled my bow off my shoulder. I was still using the small version my father had,SC
4886,"clapped as he walked past them, whistling and cheering, “Thanks, Potter, we owe you one!”",JR
6020,“What?”,JR
408,"never know because just as he’s opening his mouth to continue, Haymitch plummets off the",SC
371,"computer he wanted, not to mention the second television and the racing bike. Exactly why",JR
1072,conscious than if a trio of oddly colored birds were pecking around my feet.,SC
4198,back on the ground and release her hand.,SC
6317,"“He’s fine. Only they want to do your reunion live on air at the ceremony,” says Haymitch.",SC
3683,I can see everything from the leaves on the trees to a skunk strolling through the bushes a,SC
4393,substance with astonishing powers. The stone will transform any metal into pure gold. It also,JR
4697,"“I’m all right,” I say. But the truth is, I’m exhausted.",SC
1101,"“Just give me a moment, all right?” he asks. He walks around my naked body, not touching",SC
4572,the second. “Euuuh!”,SC
5292,"wants more than anything else is a dragon, and a stranger turns up who just happens to have",JR
6618,"I guess this is true, but I can’t help feeling upset about it to the extent that I’m afraid I might",SC
3275,"catching the firelight from the Careers’ torches. Suddenly, I’m up on one elbow. Those are no",SC
6351,"keep from hating the prep team, I effectively tune out most of what they’re saying.",SC
4153,The boy from District 1 dies before he can pull out the spear. My arrow drives deeply into the,SC
2947,"nothing seems to change. There’s just the slight gradual slope, the birds, the sameness to the",SC
4682,"through the grounds to the edge of the forest. Hagrid greeted them, looking flushed and",JR
3374,"something moving. There, on the nest. The bright gold gleam of a tracker jacker lazily making",SC
1564,"“Don’t make me feel worse,” said Harry. He told Hagrid about the pate boy in Madam",JR
268,"the head, the bullet would be much quicker.",SC
5932,not have the Stone.”,JR
6617,"“He’s right,” says Caesar. “He’d have bled to death for sure without it.”",SC
2557,tired and full of food. He was too sleepy even to be surprised that the people in the portraits,JR
6491,many cameras were going at once. Whoever puts together the highlights has to choose what,SC
5078,"Clove jams her fist into my windpipe, very effectively cutting off my voice. But her head’s",SC
6201,Everdeen and Peeta Mellark! I give you — the tributes of District Twelve!”,SC
1683,"Ollivander pulled from the shelves, the happier he seemed to become.",JR
2309,Nobody answered.,JR
1656,It’s almost ten. I clean my teeth and smooth back my hair again. Anger temporarily blocked,SC
2381,country?” I answer.,SC
6037,"Cato’s arm. Instead of trying to wrestle his way free, his forefinger veers off and makes a",SC
4004,This only left one parcel. Harry picked it up and felt it. It was very light. He unwrapped it.,JR
6214,"“Oh, I will,” said Harry, and they were surprised at the grin that was spreading over his face.",JR
5280,"some of them are grain. There are patches of different colors. But there are no paths,” says",SC
4323,"outsmarting the Careers a few times, although those things help. Something happened when I",SC
1242,business.” Hagrid drew himself up proudly. “He usually gets me ter do important stuff fer him.,JR
1323,“Can we buy all this in London?” Harry wondered aloud.,JR
3532,"with the bow and arrow. It’s not my usual clean shot through the eye, but I’ll take it. After",SC
5795,"I work my arrow out of the oak, careful not to damage the shaft. These arrows are food,",SC
5054,Foxface is the real opponent here.,SC
4991,Spirits must be running high in District 12. We so rarely have anyone to root for at this point,SC
100,"Peacekeepers, and the occasional Seam customer. They ran an apothecary shop in the nicer",SC
3816,"“Neville, you can look!” Ron said. Neville had been sobbing into Hagrid’s jacket for the last",JR
